
Nr   Nume               Grupa   An      Absente

146   Ancuta-76	  	 1091	 5	 3 4 4 0 9 12 12 5 5 10 3 8 11 9 2 8 1 11 5 12 6 2 13 4 3 11 2 14 6 12 

159   Cristina-67	  	 1088	 5	 12 7 13 0 12 10 7 13 1 0 11 11 13 1 5 7 3 1 2 7 3 9 7 8 11 1 0 11 2 9 

168   Anda-38	  	 1045	 3	 9 11 8 2 11 8 1 1 8 0 12 2 10 1 8 9 3 9 11 6 9 7 3 10 4 13 9 0 14 4 

176   Teodor-5	  	 1034	 2	 5 13 8 11 8 0 9 8 8 14 14 2 12 13 1 11 11 1 3 0 3 11 9 11 4 11 4 10 8 11 

185   Suzana-76	  	 1070	 4	 10 6 12 12 2 8 4 8 1 0 11 6 13 7 4 0 10 9 13 3 7 1 10 13 5 6 7 4 7 10 

200   Cristina-52	  	 1018	 1	 6 8 3 3 9 10 14 0 2 2 4 5 12 3 14 9 3 7 2 8 14 5 0 1 10 10 3 3 9 10 

207   Andrei-58	  	 1043	 3	 12 11 14 6 1 4 10 10 0 13 9 7 14 10 1 3 12 1 10 7 7 9 10 3 4 0 10 1 13 1 

220   Camelia-1	  	 1081	 5	 12 8 5 3 0 8 3 11 0 3 1 12 7 10 2 4 2 13 11 3 8 0 12 12 11 4 4 6 7 3 

229   Tudor-61	  	 1008	 1	 11 4 1 0 4 7 11 7 12 3 0 12 1 9 8 8 8 7 3 9 3 14 12 0 9 2 9 9 11 7 

242   Florentina-82	  	 1046	 3	 7 0 1 2 8 7 4 2 1 12 14 14 11 6 5 6 4 0 8 3 9 5 11 1 0 0 9 5 5 3 

254   Suzana-90	  	 1047	 3	 2 5 10 6 6 9 3 3 11 12 13 2 12 6 5 9 2 14 3 11 14 10 1 5 3 1 3 6 9 6 

255   Liviu-49	  	 1052	 3	 1 6 6 12 14 11 9 5 11 2 12 1 10 9 8 2 9 6 5 7 4 10 5 8 14 6 5 4 5 4 

269   Anda-61	  	 1069	 4	 2 14 11 10 11 9 14 4 1 6 10 4 6 6 3 0 11 5 3 12 5 8 3 1 6 7 9 9 13 14 

278   Ionut-56	  	 1039	 2	 14 6 4 5 11 1 12 9 10 14 3 12 11 1 10 8 13 0 14 13 13 10 2 14 6 11 0 1 10 5 

287   Alin-96	  	 1015	 1	 2 14 11 3 13 12 12 9 4 5 13 13 7 4 7 10 2 2 1 4 10 9 6 5 5 0 12 7 0 10 

301   Liviu-84	  	 1093	 5	 1 14 2 9 2 5 0 3 8 0 4 1 2 3 4 11 1 7 9 4 5 3 7 0 12 11 12 12 13 7 

308   Andrei-36	  	 1057	 3	 5 2 6 11 3 13 3 11 8 5 0 12 8 0 1 1 13 4 6 2 0 8 10 6 7 10 12 6 13 1 

321   Eliza-40	  	 1070	 4	 9 12 1 6 0 14 4 3 2 4 13 8 8 7 0 5 3 10 1 7 1 14 12 5 0 13 11 3 2 8 

330   Alexandra-78	  	 1095	 5	 0 1 12 8 0 11 11 10 14 13 7 5 14 10 13 2 4 1 13 3 1 3 6 14 6 10 1 6 5 5 

338   Marian-75	  	 1022	 2	 8 4 3 8 11 8 8 13 11 0 12 5 11 4 0 8 13 11 0 8 11 9 3 8 9 7 8 11 8 3 

352   Aurel-65	  	 1063	 4	 4 10 11 7 13 8 12 12 10 4 11 2 5 4 11 8 5 4 6 6 14 6 6 8 10 2 7 11 10 11 

358   Anda-35	  	 1043	 3	 4 4 12 6 13 8 3 2 5 5 14 3 14 10 3 4 10 11 12 8 10 11 8 7 8 13 9 1 8 1 

366   Eliza-90	  	 1009	 1	 7 4 6 6 4 11 13 14 10 4 6 3 3 11 12 7 12 2 5 10 8 8 4 14 9 6 12 3 9 14 

376   Laurentiu-34	  	 1030	 2	 2 12 4 9 5 10 11 2 7 1 14 4 14 13 4 11 12 0 13 13 0 14 3 11 7 9 7 0 14 13 

388   Gabriela-79	  	 1087	 5	 13 12 1 9 9 6 0 2 14 9 1 6 3 7 7 4 1 14 0 12 12 13 11 2 4 7 12 9 9 0 

398   Ruxandra-10	  	 1093	 5	 0 4 8 5 12 10 8 4 13 13 10 8 11 8 10 5 13 2 10 4 3 9 10 6 9 14 12 9 13 4 

414   Tudor-34	  	 1078	 4	 6 12 1 8 3 3 11 6 1 0 8 14 0 3 8 8 12 4 3 3 9 11 1 7 2 12 13 14 1 12 

415   Kamiana-97	  	 1079	 4	 6 0 10 12 1 3 6 9 3 12 9 13 4 14 8 9 9 0 7 14 9 7 14 10 13 9 11 10 5 9 

428   Alin-48	  	 1078	 4	 13 7 14 8 12 10 5 13 12 0 9 12 11 4 13 3 5 14 6 5 12 5 8 9 10 10 5 4 9 14 

444   Lucia-77	  	 1055	 3	 11 8 6 8 1 14 3 10 6 2 5 2 8 1 10 13 8 14 12 11 10 3 12 4 9 2 14 12 6 1 

450   Cristina-88	  	 1047	 3	 6 14 11 9 5 2 6 9 5 14 9 3 12 9 1 7 14 7 3 1 7 14 10 2 4 11 6 14 5 3 

455   Stefan-19	  	 1055	 3	 1 13 4 13 12 10 1 8 2 7 2 9 4 4 7 7 1 6 5 2 2 13 14 3 9 10 10 11 9 0 

471   Doina-95	  	 1097	 5	 1 6 1 8 4 8 4 5 6 1 12 0 13 10 9 8 11 5 13 10 14 10 12 10 9 8 11 6 6 11 

481   Aurel-3	  	 1061	 4	 13 3 8 11 12 9 5 14 11 1 1 12 9 4 12 1 8 12 7 13 1 1 11 10 13 7 5 4 2 1 

490   Nicolae-83	  	 1055	 3	 7 11 14 8 1 3 10 11 11 5 12 6 0 3 1 10 3 7 0 13 13 2 6 12 7 5 2 11 2 1 

499   Ion-43	  	 1010	 1	 10 0 14 1 8 7 14 14 14 13 6 12 4 2 12 9 6 1 3 2 8 7 11 6 1 10 5 13 3 7 

512   Mircea-71	  	 1032	 2	 13 5 3 3 7 12 8 13 0 7 5 8 8 11 10 4 10 2 6 13 7 11 7 6 14 13 13 11 1 4 

516   Camelia-25	  	 1044	 3	 7 11 4 6 6 8 11 6 12 13 13 10 7 9 11 11 12 6 14 5 1 6 9 12 5 5 13 6 3 6 

532   Ciprian-50	  	 1068	 4	 10 13 5 13 5 4 2 11 12 0 11 6 0 3 10 9 13 3 2 5 13 8 14 11 9 9 8 10 0 10 

536   Laurentiu-16	  	 1002	 1	 0 2 14 2 13 5 2 9 11 12 2 1 7 1 8 11 5 10 8 0 14 14 10 10 10 4 14 13 9 4 

552   Maria-42	  	 1010	 1	 1 11 5 0 10 7 2 4 13 14 12 1 12 0 13 6 0 3 3 2 11 2 9 10 12 10 2 14 11 11 

557   Rodica-83	  	 1048	 3	 0 5 11 14 12 10 4 8 10 12 3 7 7 13 3 13 14 8 11 2 13 5 4 9 9 10 14 6 9 4 

567   Sorina-44	  	 1097	 5	 7 7 10 9 4 4 3 14 9 12 12 4 1 11 12 8 1 1 2 7 0 10 8 2 3 2 1 9 10 9 

580   Ionut-96	  	 1066	 4	 11 12 14 4 7 6 14 9 8 9 8 5 11 13 3 6 13 7 1 8 14 6 8 1 3 8 13 7 9 14 

593   Alexandra-33	  	 1052	 3	 3 8 6 13 4 14 0 3 8 13 2 13 11 1 11 14 13 14 14 1 8 4 9 11 8 4 0 9 3 9 

601   Estera-20	  	 1002	 1	 3 6 4 4 9 14 14 7 2 3 4 2 3 10 4 1 10 3 1 14 9 12 2 1 12 7 14 10 2 2 

605   Aurel-6	  	 1098	 5	 3 11 14 14 13 10 1 9 13 2 11 4 0 9 4 5 1 14 1 13 0 10 5 3 2 4 1 1 7 0 

615   Andreea-26	  	 1057	 3	 5 4 9 3 14 8 10 2 7 3 12 2 12 3 4 0 7 13 4 4 2 0 12 12 13 1 4 9 2 6 

626   Petre-77	  	 1093	 5	 12 12 8 2 8 12 4 12 13 14 5 1 5 6 1 14 2 3 0 13 0 6 3 9 11 10 8 8 12 3 

637   Ciprian-54	  	 1077	 4	 9 11 7 14 7 11 14 14 0 8 2 14 10 5 12 8 10 7 2 2 2 14 5 14 12 14 14 8 3 4 

652   Andreea-31	  	 1036	 2	 3 4 6 12 4 9 2 10 1 0 8 0 7 8 9 7 6 11 3 8 10 1 3 7 9 12 9 13 13 7 

661   Tiberiu-8	  	 1045	 3	 5 4 7 6 1 3 0 13 8 9 9 0 6 9 10 12 7 6 7 4 9 3 7 4 14 13 6 4 12 11 

668   Tiberiu-19	  	 1028	 2	 10 14 4 3 13 4 2 3 14 0 9 11 9 2 8 2 14 7 6 10 8 7 14 7 7 12 10 1 7 8 

682   Silvia-14	  	 1086	 5	 10 7 6 2 10 10 10 4 5 10 4 2 5 13 6 3 2 1 12 4 14 8 2 6 5 5 10 5 12 11 

694   Dalia-18	  	 1007	 1	 4 6 7 4 13 4 10 5 11 5 7 2 14 4 13 14 13 3 7 9 9 5 14 7 8 13 9 6 0 11 

698   Marian-70	  	 1067	 4	 9 8 2 8 11 12 5 4 7 1 1 6 12 4 10 7 5 1 10 6 9 9 12 9 13 11 1 8 13 6 

706   Ionela-12	  	 1095	 5	 10 7 3 10 8 11 2 0 8 1 13 11 5 13 14 8 5 9 4 8 7 4 1 7 3 14 0 0 4 3 

717   Tiberiu-92	  	 1054	 3	 11 9 6 14 0 9 3 8 14 1 11 4 12 12 10 0 13 0 9 0 10 4 5 12 12 1 12 8 11 5 

728   Robert-79	  	 1065	 4	 6 10 3 5 13 10 4 0 6 10 1 14 0 10 10 5 7 14 1 3 10 2 5 0 9 11 10 8 8 3 

741   Lucia-61	  	 1089	 5	 8 1 9 11 14 13 0 2 1 14 13 2 3 9 2 8 6 2 7 12 3 8 9 13 4 7 8 8 14 10 

750   Camelia-65	  	 1005	 1	 14 0 4 1 0 12 5 6 11 3 10 8 11 10 7 6 13 1 8 0 5 8 8 3 4 12 0 7 3 1 

759   Ioana-44	  	 1009	 1	 12 7 8 4 3 12 9 2 2 5 5 8 8 0 9 0 1 0 2 10 9 10 11 3 7 13 4 5 12 8 

768   Diana-61	  	 1047	 3	 7 5 9 13 10 4 4 12 14 8 8 0 6 8 14 9 7 6 5 0 14 10 10 6 9 2 8 0 12 5 

780   Doina-37	  	 1086	 5	 13 0 14 1 14 11 0 12 12 6 7 13 4 1 0 14 0 1 12 8 4 13 10 11 12 7 9 5 13 14 

792   Bogdana-81	  	 1011	 1	 6 10 14 11 13 12 14 11 13 4 8 2 14 8 8 2 2 10 4 3 1 10 8 5 3 13 0 1 3 14 

804   Andreea-61	  	 1058	 3	 6 11 1 14 7 4 7 3 4 10 9 7 6 4 0 9 6 10 13 10 1 13 7 13 2 6 14 12 4 3 

813   Silvia-80	  	 1042	 3	 8 9 1 9 
